OTU,7,10,607,1207,1210,1807,1810,2407,2410,3007
6,0,0,0,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0,0,0,0
30,0,0,0,0,0,0,0,0,0,0
31,0,0,0,0,0,0,0,0,0,0
44,0,0,0,0,0,0,0,0,0,0
46,0,2,0,0,0,0,22,1,17,1
57,0,0,0,0,0,0,0,0,0,0
61,17,15,5,118,33,2,27,6,19,0
62,0,0,0,0,0,0,0,0,0,0
69,0,0,0,0,0,0,0,0,0,0
81,0,0,0,0,0,0,0,0,0,0
86,0,0,0,0,0,0,0,0,0,0
102,0,0,0,0,0,0,0,0,0,0
121,0,0,0,0,0,0,0,0,0,0
125,0,0,0,0,0,0,0,0,0,0
130,0,0,0,0,0,0,0,0,0,0
132,0,0,0,0,0,0,0,0,0,0
134,0,0,0,0,0,0,0,0,0,0
138,0,0,0,0,0,0,0,0,0,0
140,0,0,0,0,0,0,0,0,0,0
143,0,0,0,0,0,0,0,0,0,0
146,0,0,0,0,0,0,0,0,0,0
153,0,0,0,0,0,0,0,0,0,0
187,0,0,0,0,0,0,0,0,0,0
190,0,0,0,0,0,0,0,0,0,0
191,0,0,0,0,1,0,0,0,0,0
192,0,0,0,0,0,0,0,0,0,0
201,0,0,0,0,0,0,0,0,0,0
213,0,0,0,0,0,0,0,0,0,1
225,0,0,0,0,0,0,0,0,0,0
232,0,0,0,0,0,0,0,0,0,0
244,0,0,0,0,0,0,0,0,0,0
247,0,0,0,0,0,0,0,0,0,1
248,0,0,0,0,0,0,0,0,0,0
249,0,0,0,0,0,0,0,0,0,0
256,0,0,0,0,0,0,0,0,0,0
258,0,0,0,0,0,0,0,0,0,0
259,0,0,0,0,0,0,0,0,0,0
261,0,0,0,0,0,0,0,0,0,0
264,0,0,1,0,0,0,0,0,0,0
265,0,0,0,0,0,0,0,0,0,0
268,0,0,0,0,0,0,0,0,0,0
291,0,0,0,0,0,0,0,0,0,0
297,0,0,0,0,0,0,0,0,0,0
298,0,0,0,0,0,0,0,0,0,0
302,0,0,0,0,0,0,0,1,0,0
315,0,0,0,0,0,0,0,0,0,0
320,0,0,0,0,0,0,0,0,0,0
322,0,0,0,0,0,0,0,0,0,0
330,0,0,0,0,0,1,64,0,9,0
332,0,0,0,0,0,0,0,0,0,0
342,0,0,0,0,0,0,0,0,0,0
343,0,0,0,0,0,0,0,0,0,0
344,0,0,0,0,0,0,0,0,0,0
345,0,0,0,0,0,0,0,0,0,0
350,0,0,0,0,0,0,0,0,0,0
355,0,0,0,0,0,0,0,0,0,0
364,0,0,0,0,0,0,0,0,0,0
368,0,0,0,0,0,0,0,0,0,0
371,0,0,0,0,0,0,0,0,0,0
385,0,0,0,0,0,0,0,0,0,0
390,0,0,0,0,0,0,0,0,0,0
399,0,0,0,0,0,0,0,0,2,0
407,0,0,0,0,0,0,0,0,0,0
414,0,0,0,0,0,0,0,0,0,0
415,0,0,0,0,0,0,0,0,0,0
419,0,0,0,0,0,0,0,0,0,0
428,0,0,0,0,0,0,0,0,0,0
430,0,0,0,0,8,0,0,0,0,0
433,0,0,0,0,0,0,0,0,0,0
436,0,0,0,0,0,0,0,0,0,0
443,0,0,0,0,0,0,0,0,0,0
457,0,0,0,0,0,0,0,0,0,0
460,0,0,0,0,0,0,0,0,0,0
463,0,0,0,0,0,0,0,0,0,0
465,0,0,2,0,3,0,0,0,0,1
469,0,0,0,0,0,0,0,0,0,0
470,0,0,0,0,0,0,0,0,0,0
479,0,0,0,0,0,0,0,0,0,0
482,0,0,0,0,0,0,0,0,0,0
489,0,0,0,0,0,0,0,0,0,0
490,0,0,0,0,0,0,0,0,0,0
504,0,0,0,0,2,0,0,1,1,0
506,0,0,0,0,0,0,0,0,0,0
520,0,0,0,0,0,0,0,0,0,0
525,0,0,0,0,0,0,0,0,0,0
538,0,0,0,0,0,0,0,0,0,0
541,0,0,0,0,0,0,1,0,0,0
547,0,0,0,0,0,0,0,0,0,0
550,0,0,0,0,0,0,0,0,0,0
554,0,0,0,0,0,0,0,0,0,0
561,0,0,0,0,0,0,0,0,0,0
562,0,0,0,0,0,0,0,0,0,0
563,0,0,0,0,0,0,0,0,0,0
564,0,0,0,0,0,0,0,0,0,0
568,0,0,0,0,0,0,0,0,0,0
571,0,0,0,0,0,0,0,0,0,0
572,0,0,0,0,0,0,0,0,0,0
582,2,5,0,0,1,0,0,2,2,2
591,0,0,0,0,0,0,0,0,0,0
592,0,0,0,0,0,0,0,0,0,0
599,0,0,0,0,0,0,0,0,0,0
607,0,0,0,0,0,0,0,0,0,0
626,0,0,0,0,0,0,0,0,0,0
627,0,0,0,0,0,0,0,0,0,0
629,0,0,0,0,0,0,0,0,0,0
641,0,0,0,0,0,0,0,0,0,0
650,0,0,0,0,0,0,0,0,0,0
653,0,0,0,0,0,0,0,0,0,0
656,0,0,0,0,0,0,0,0,0,0
659,0,0,0,0,0,0,0,0,0,0
662,0,0,0,0,0,0,0,0,0,0
663,0,0,0,0,0,0,0,0,0,0
671,0,0,0,0,0,0,0,0,0,0
674,0,0,0,0,3,0,0,0,0,0
692,0,0,3,0,0,0,0,1,0,0
720,0,0,0,0,0,0,0,0,0,0
723,0,0,0,0,0,0,0,0,0,0
724,0,0,0,0,0,0,0,0,0,0
729,0,0,0,0,0,0,0,0,0,0
745,0,0,0,0,0,0,0,0,0,0
749,0,0,0,0,0,0,0,0,0,0
759,0,0,0,0,0,0,0,0,0,0
771,0,0,0,0,0,0,0,0,0,0
775,0,0,0,1,0,0,0,0,0,0
778,0,0,0,0,0,0,0,0,0,0
779,0,0,0,0,0,0,0,0,0,0
781,0,0,0,0,0,0,0,0,0,0
807,0,0,0,0,0,0,0,0,0,0
811,0,0,0,0,0,0,0,0,0,0
812,0,0,0,0,0,0,0,0,0,0
816,0,0,0,0,0,0,0,0,0,0
818,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,0,0,0,0,0
831,0,0,0,0,0,0,0,0,0,0
832,0,0,0,0,0,0,0,0,0,0
833,0,0,0,0,0,0,0,0,0,0
837,0,0,0,0,0,0,0,0,0,0
840,0,3,1,4,0,0,0,0,1,1
843,0,0,0,0,0,0,0,0,0,0
845,0,0,0,0,0,0,0,0,0,0
859,0,0,0,0,0,0,0,0,0,0
869,0,0,0,0,0,0,0,0,0,0
871,0,0,0,0,0,0,0,0,0,0
879,0,0,0,0,0,0,0,0,0,0
881,0,0,0,0,0,0,0,0,0,0
882,0,0,0,0,0,0,0,0,0,0
888,0,0,0,0,0,0,0,0,0,0
895,0,0,0,0,0,0,0,0,0,0
898,0,0,0,0,0,0,0,0,0,0
901,0,0,0,0,0,0,0,0,0,0
904,0,0,0,0,0,0,0,0,0,0
908,0,0,0,0,0,0,0,0,0,0
910,0,0,0,0,0,0,0,0,0,0
911,0,0,0,0,0,0,0,0,0,0
914,0,0,0,0,0,0,0,0,0,0
917,0,0,0,0,0,0,0,0,0,0
927,0,0,0,0,0,0,0,0,0,0
943,0,0,0,0,0,0,0,0,0,0
947,0,0,0,0,0,0,0,0,0,0
951,0,0,0,0,0,0,0,0,0,0
957,0,0,0,0,0,0,0,0,0,0
960,0,0,0,0,0,0,0,0,0,0
961,0,0,0,0,0,0,0,0,0,0
963,0,0,0,0,0,0,0,0,0,0
981,0,0,0,0,0,0,0,0,0,0
982,0,0,0,0,0,0,0,0,0,0
983,0,0,0,0,0,0,0,0,0,0
985,0,0,0,0,0,0,0,0,0,0
986,0,0,0,0,0,0,0,0,0,0
988,0,0,0,0,0,0,0,0,0,0
992,0,0,0,0,0,0,0,0,0,0
994,0,0,0,0,0,0,0,0,0,0
1000,0,0,0,0,0,0,0,0,0,0
1011,0,0,0,0,0,0,0,0,0,0
1016,0,0,0,0,0,0,0,0,0,0
1020,0,0,0,0,0,0,0,0,1,0
1022,0,0,0,0,0,0,0,0,0,0
1039,0,0,0,0,2,0,0,0,0,0
1068,0,0,0,0,0,0,0,0,0,0
1077,0,0,0,0,0,0,0,0,0,0
1084,0,0,0,0,0,0,0,0,0,0
1089,0,0,0,0,0,0,0,0,0,0
1095,0,0,0,0,0,0,0,0,0,0
1103,0,0,0,0,0,0,0,0,0,0
1118,0,0,0,0,0,0,0,0,0,0
1124,0,0,0,0,0,0,0,0,0,0
1131,0,0,0,0,0,0,0,0,0,0
1137,0,0,0,0,0,0,0,0,0,0
